record_id,title,broad_topic,subtopic,candidate_count,candidate_path_ids,candidate_paths,status,reason
84118,Toxic compounds and farmed salmon,Production,Fish health,10,V3_088; V3_116; V3_117; V3_118; V3_119; V3_120; V3_121; V3_122; V3_123; V3_124,Production > Fish health > General fish health; Production > Fish health > Sea lice epidemiology; Production > Fish health > Sea lice control and treatment; Production > Fish health > Fish response to sea lice; Production > Fish health > Sea lice impacts; Production > Fish health > Other diseases - General; Production > Fish health > Other diseases - Epidemiology; Production > Fish health > Other diseases - Prevention and treatment; Production > Fish health > Other diseases - Diagnosis and detection; Production > Fish health > Non-infectious disease and disorders,ambiguous,10 V3 paths match the existing lower-level labels.
84163,Don Staniford 'Norwegian Salmon Farms',,,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84165,"Research based on individual fish, a tool for better management of farmed salmon",,,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84167,Integrated management of salmon farming areas,,,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
80842,Salmon Farming Handbook,,,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
80927,Association for Political and Legal Anthropology: Debating Farmed Salmon Production,Business and economy,Legislation,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84211,Hormonal induction of spawning in marine finfishes,Production,Aquaculture facility; Fish biology; Management,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
81231,Cultivation of Rainbow Trout (Oncorhynchus Mykiss) in the Cage Aquaculture of the Khojakent Reservoir of the Tashkent Region,Consumption; Impacts; Production,Aquaculture facility; Fish biology; General; Management; Social impacts,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84259,Salmon Aquaculture Salmoniculture,Production,Aquaculture facility; Management,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84293,Marine salmon farming in Scotland 1990: a review,Production,Aquaculture facility,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
81450,Teleost Fish,,,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84308,Identifying emerging risks in salmon farming,,,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84330,Norway Salmon Farming Feeding the World - Vidatec,Production,Fish biology,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
81692,After all: Breeding words for technology in the Faroe Islands,Production,Management,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84359,Phylogenetic Relationships among Members in Salmoninae and Genetic Variation among Different Populations of Rainbow Trout Farmed in China Based on Cytb Sequence,Production,Fish biology,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84515,Manual of Salmonid Farming,,,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84420,Aquaculture : Salmon and trout farming January 1979-March 1994,,,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84434,"Sesame, honey, ginger and soy grilled salmon with lime",Impacts; Production,Feed; Fish biology; Social impacts,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
84456,Воспроизводство кеты и кижуча на Вилюйском лососевом рыбоводном заводе (Юго-Восточная Камчатка),Impacts; Production,Aquaculture facility; Environmental impacts; Fish biology; Management,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
014-355-569-901-059,Correction: Sea lice infestation dataset for wild and farmed salmon populations on the Pacific coast of Canada (2001-2023).,,,0,,,no_unique_match,Existing lower-level labels do not uniquely identify a V3 path.
